,SMILES,pKa
1868,COc1cccc2c1-c1c(O)cccc1-2,9.15
1869,COc1cccc2c1N=C(NCC(F)F)NC2C,10.2
1870,COc1cccc2c1nc(C)c1ccn(-c3ccccc3C)c12,7.4
1871,COc1cccc2c3c(c(C)nc12)CCN3c1ccccc1C,9.5
1872,COc1cccc2ccc(C)nc12,5.69
1873,COc1cccc2cccnc12,4.88
1874,COc1cccc[n+]1O,1.23
1875,COc1ccccc(=O)c1O,8.0
1876,COc1ccccc1-c1ccccc1O,10.4
1877,COc1ccccc1/C=C/C(=O)O,4.57
1878,COc1ccccc1/C=C\C(=O)O,4.27
1879,COc1ccccc1/N=C/N(C)C,8.11
1880,COc1ccccc1C(=N)c1ccccc1,7.29
1881,COc1ccccc1C(=O)NO,8.9
1882,COc1ccccc1C(=O)O,4.05
1883,COc1ccccc1CCC(=O)O,4.8
1884,COc1ccccc1N,4.51
1885,COc1ccccc1NC(=O)C1CN(C)C(=O)C1=O,6.08
1886,COc1ccccc1O,9.8
1887,COc1ccccn1,3.2
1888,COc1cccnc1,4.89
1889,COc1cccnc1C=O,3.89
1890,COc1cccnn1,2.52
1891,COc1ccnc2ccccc12,6.45
1892,COc1ccncc1,6.65
1893,COc1ccncn1,2.5
1894,COc1ccnnc1,3.7
1895,COc1cnc(N)s1,4.98
1896,COc1cnc2ccccc2n1,0.28
1897,COc1cnccc1C=O,4.45
1898,COc1cnccc1N,9.03
1899,COc1cnccn1,0.75
1900,COc1cnnc2ccccc12,3.21
1901,COc1csc(C(=O)O)c1,3.41
1902,COc1nc([N+](=O)[O-])n[nH]1,5.35
1903,COc1nc2ccccc2c2ccccc12,2.38
1904,COc1nc2ccccc2nc1C,1.38
1905,COc1nc2ccccc2nc1OC,-1.15
1906,COc1ncc2ccccc2n1,1.31
1907,COc1nccc(C)n1,2.1
1908,COc1nccc2ccccc12,3.05
1909,COc1ncnc2ccccc12,3.13
1910,COc1ncnc2nccnc12,1.04
1911,COc1noc2c1CCNC2,7.1
1912,COc1noc2c1CN(C)CC2,6.6
1913,COc1noc2c1CN(Cc1ccccc1)CC2,6.0
1914,CP(C)(=O)O,3.08
1915,CS(=N)(=O)c1ccc(Cl)cc1,2.3
1916,CS(=N)(=O)c1ccccc1,2.7
1917,CS(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCNC1,8.9
1918,CS(=O)(=O)NC(=O)CCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,5.25
1919,CS(=O)(=O)NC(=O)CCc1ccccc1,4.94
1920,CS(=O)(=O)NC(=O)NCc1ccccc1,5.04
1921,CS(=O)(=O)NC(=O)Nc1ccc(C(F)(F)F)cc1,4.2
1922,CS(=O)(=O)NC(=O)c1ccc(C(F)(F)F)cc1,3.2
1923,CS(=O)(=O)NC(N)=O,5.1
1924,CS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,8.0
1925,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,6.56
1926,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O,8.77
1927,CS(=O)(=O)c1ccc(-c2c(Cl)nc(Cl)n2-c2ccc(F)cc2F)cc1,1.07
1928,CS(=O)(=O)c1ccc(-c2cnc(Br)n2-c2ccc(F)c(F)c2)cc1,4.05
1929,CS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,2.84
1930,CS(=O)(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,5.81
1931,CS(=O)(=O)c1ccc(O)cc1,7.83
1932,CS(=O)(=O)c1ccc(S(=O)(=O)NCc2ccccc2)cc1,10.25
1933,CS(=O)Cc1ccccn1,3.1
1934,CS(=O)O,2.35
1935,CS(N)(=O)=Nc1ccc(C(F)(F)F)cc1,10.3
1936,CS(N)(=O)=O,15.266667
1937,CSC(=N)N,9.83
1938,CSC(=N)Nc1ccccc1,7.14
1939,CSC(=N)c1ccccc1,5.84
1940,CSC(=O)C1c2ccccc2-c2ccccc21,10.51
1941,CSC(=S)N(C)CC(=O)O,2.98
1942,CSC(C)=N,6.71
1943,CSC(C)C(=O)O,3.76
1944,CSC1NC=CN1,5.95
1945,CSCC(=O)O,3.67
1946,CSCCN,9.41
1947,CSCc1cccc(CSC)n1,4.19
1948,CSCc1ccccn1,5.4
1949,CS[C@H]1CCC[C@@H]1N(C)C,8.85
1950,CSc1cc(C)ncn1,3.25
1951,CSc1cc2ccccc2cn1,3.41
1952,CSc1ccc(C(=O)O)cc1,4.23
1953,CSc1ccc(N)c(Cl)c1,2.56
1954,CSc1ccc(N)c(I)c1,2.45
1955,CSc1ccc(N)c([N+](=O)[O-])c1,-0.28
1956,CSc1ccc(N)cc1,4.4
1957,CSc1ccc(N)cc1Cl,3.38
1958,CSc1ccc(N)cc1I,3.44
1959,CSc1ccc(N)cc1[N+](=O)[O-],2.47
1960,CSc1ccc(O)cc1,9.5
1961,CSc1ccc2ccccc2n1,3.71
1962,CSc1ccc2ncccc2c1,4.75
1963,CSc1cccc(N)c1,4.05
1964,CSc1cccc(O)c1,9.47
1965,CSc1cccc2ncccc12,4.5
1966,CSc1ccccc1C(=O)O,3.89
1967,CSc1ccccn1,3.62
1968,CSc1cccnc1,4.45
1969,CSc1ccnc2ccccc12,5.81
1970,CSc1ccncc1,5.97
1971,CSc1cnc2ccccc2c1,3.88
1972,CSc1cnc2ccccc2n1,0.26
1973,CSc1nc(C)cc(=O)n1C,0.9
1974,CSc1nc2c(O)c3cc(F)ccc3nc2s1,5.7
1975,CSc1nc2cncnc2n1C,2.98
1976,CSc1nccc2ccccc12,3.93
1977,CSc1nccn1C,5.95
1978,C[As](C)(=O)O,3.885
1979,C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,4.4
1980,C[C@@H](C(=O)O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,4.0
1981,C[C@@H](C=C(c1ccccc1)c1ccccc1)N(C)C,9.26
1982,C[C@@H](CC(C#N)(c1ccccc1)c1ccccc1)N(C)C,8.31
1983,C[C@@H](CN)c1ccccc1,9.94
1984,C[C@@H](Cc1ccccc1)N(C)C,9.4
1985,C[C@@H]1CCCC[C@@H]1C(=O)O,5.04
1986,C[C@@H]1CCCC[C@@H]1N,10.6
1987,C[C@@H]1CCC[C@H](C(=O)O)C1,4.88
1988,C[C@@H]1CCC[C@H](N(C)C)C1,10.51
1989,C[C@@H]1CCN2CC=C[C@H]12,10.59
1990,C[C@@H]1CC[C@@H]2CCCN21,12.02
1991,C[C@@H]1CN(OCc2ccccc2)C(=O)[C@@H]1N,6.1
1992,C[C@@H]1C[C@@H]1C(=O)O,5.03
1993,C[C@@H]1C[C@H](OC(=O)c2ccccc2)CC(C)(C)N1,8.97
1994,C[C@@H]1NC(NCC(F)F)=Nc2ccc(Cl)c(Cl)c21,8.5
1995,C[C@@H]1N[C@@H]1C,5.34
1996,C[C@@H]1N[C@H]1C,5.33
1997,C[C@@H]1N[S@](=O)(c2cccc(-c3cccc(C#N)c3)c2)=NC1=O,5.8
1998,C[C@@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,3.9
1999,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.89
2000,C[C@H](c1ccccc1)N(CC(=O)O)S(=O)(=O)c1ccc(OC(F)F)cc1,3.4
2001,C[C@H]1CCC2CC[C@H](C)N21,11.74
2002,C[C@H]1CCCC[C@@H]1C(=O)O,4.74
2003,C[C@H]1CCCC[C@@H]1N,10.62
2004,C[C@H]1CCC[C@@H](C)N1,10.99
2005,C[C@H]1CCC[C@@H](C)N1C,10.21
2006,C[C@H]1CCN2CCC[C@@H]12,11.44
2007,C[C@H]1CC[C@@H](C(=O)O)CC1,5.04
2008,C[C@H]1CC[C@@H](C)[C@@H]1C(=O)O,4.69
2009,C[C@H]1CC[C@@H](C)[C@H]1C(=O)O,5.4
2010,C[C@H]1CC[C@@H]2CCCN12,11.74
2011,C[C@H]1CC[C@@H]2CC[C@@H](C)N12,11.48
2012,C[C@H]1CC[C@H](C(=O)O)CC1,4.89
2013,C[C@H]1CC[C@H](C)C1C(=O)O,4.74
2014,C[C@H]1CC[C@H]2CC[C@@H](C)N12,10.23
2015,C[C@H]1C[C@@H]2CCC[C@@H]2N1C,10.1
2016,C[C@H]1C[C@@H]2CCN1C2,10.62
2017,C[C@H]1NC(NCC(F)F)=Nc2ccc(Cl)c(Cl)c21,8.5
2018,C[C@]1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,3.9
2019,C[C@]12CCOC[C@@H]1[C@]1(COC(N)=N1)c1cc(-c3cc(F)cc(Cl)c3)ccc1O2,6.7
2020,C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,8.37
2021,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,2.24
2022,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,5.81
2023,C[N+](=O)[O-],10.48
2024,C[N+](C)(C)/N=C(/O)c1ccccc1,4.29
2025,C[N+](C)(C)CCCC(=O)O,4.02
2026,C[N+](C)(C)CCCc1ccc(O)cc1,9.8
2027,C[N+](C)(C)CCCc1cccc(O)c1,9.64
2028,C[N+](C)(C)CCCc1ccccc1O,9.78
2029,C[N+](C)(C)CCN,7.34
2030,C[N+](C)(C)CCS,7.98
2031,C[N+](C)(C)CCc1ccc(O)cc1,9.8
2032,C[N+](C)(C)CCc1cccc(O)c1,9.43
2033,C[N+](C)(C)CCc1ccccc1O,9.57
2034,C[N+](C)(C)Cc1ccc(O)cc1,8.75
2035,C[N+](C)(C)Cc1ccc(S)cc1,5.5
2036,C[N+](C)(C)Cc1cccc(O)c1,8.89
2037,C[N+](C)(C)Cc1ccccc1O,8.71
2038,C[N+](C)(C)NC(=O)c1ccc([N+](=O)[O-])cc1,3.11
2039,C[N+](C)(C)NC(=O)c1cccc([N+](=O)[O-])c1,3.16
2040,C[N+](C)(C)O,4.65
2041,C[N+](C)(C)c1cc([N+](=O)[O-])ccc1O,4.35
2042,C[N+](C)(C)c1ccc(O)c([N+](=O)[O-])c1,5.03
2043,C[N+](C)(C)c1ccc(O)cc1,8.25
2044,C[N+](C)(C)c1ccc2c(c1)CCC/C2=N\N,2.5
2045,C[N+](C)(C)c1cccc(O)c1,8.07
2046,C[N+](C)(C)c1ccccc1O,7.46
2047,C[N+]1(CC(=O)O)CCCCC1,2.01
2048,C[N+]1(CCC(=O)O)CCCCC1,3.43
2049,C[N+]1(CCCC(=O)O)CCCCC1,4.11
2050,C[N+]1(CCCCC(=O)O)CCCCC1,4.33
2051,C[N+]1(CCCCCC(=O)O)CCCCC1,4.44
2052,C[NH+](C)c1ccc(/C=C/c2cc[n+](O)cc2)cc1,1.05
2053,C[S+](C)c1ccc(O)cc1,7.31
2054,C[S+](C)c1cccc(O)c1,7.67
2055,C[Se](=O)O,5.19
2056,C[Se]CCN,9.53
2057,C[Si](C)(C)C#CC(=O)O,2.21
2058,C[Si](C)(C)CC(=O)O,5.22
2059,C[Si](C)(C)CCC(=O)O,4.91
2060,C[Si](C)(C)CCCC(=O)O,4.89
2061,C[Si](C)(C)CCCCC(=O)O,4.96
2062,C[Si](C)(C)CCCCCC(=O)O,5.06
2063,C[Si](C)(C)CCCN,10.75
2064,C[Si](C)(C)CCN,10.99
2065,C[Si](C)(C)CN,10.94
2066,C[Si](C)(C)CNC1CCCCC1,10.96
2067,C[Si](C)(C)CNC[Si](C)(C)C,11.0
2068,C[Si](C)(C)CNc1ccccc1,5.3
2069,C[Si](C)(C)OC1CN(C2CCCCC2)C1,9.02
2070,C[Si](C)(C)OC1CN(Cc2ccc(Cl)cc2)C1,7.72
2071,C[Si](C)(C)OC1CN(Cc2ccc(F)cc2)C1,7.91
2072,C[Si](C)(C)OC1CN(Cc2ccccc2)C1,8.08
2073,C[Si](C)(C)O[Si](C)(C)CCCC(=O)O,5.03
2074,C[Si](C)(C)c1ccc(C(=O)O)cc1,4.27
2075,C[Si](C)(C)c1ccc(N)cc1,4.36
2076,C[Si](C)(C)c1ccc(O)cc1,10.06
2077,C[Si](C)(C)c1cccc(C(=O)O)c1,4.24
2078,C[Si](C)(C)c1cccc(N)c1,4.64
2079,C[Si](C)(CC(=O)O)c1ccccc1,5.27
2080,C[Si](C)(CCCCl)CCCC(=O)O,4.98
2081,C[Si](C)(CCl)CCCC(=O)O,4.97
2082,C[Si](C)(CN)c1ccccc1,10.45
2083,C[n+]1c(NN)ccc2ccccc21,2.66
2084,C[n+]1c2ccccc2cc2c(N)cccc21,10.0
2085,C[n+]1c2ccccc2cc2cc(N)ccc21,9.8
2086,C[n+]1c2ccccc2cc2ccc(N)cc21,11.85
2087,C[n+]1cc(O)c2ccccc2c1,4.93
2088,C[n+]1cc(O)cc2ccccc21,5.42
2089,C[n+]1cc(O)ccn1,1.74
2090,C[n+]1cc(S)cc2ccccc21,2.4
2091,C[n+]1ccc(C(=O)Cc2ccccc2)cc1,9.02
2092,C[n+]1ccc(C(=O)O)cc1,1.72
2093,C[n+]1ccc(N)nc1[O-],4.52
2094,C[n+]1ccc(O)nc1,1.91
2095,C[n+]1ccc2c(O)cccc2c1,6.9
2096,C[n+]1ccc2cc(O)ccc2c1,6.06
2097,C[n+]1ccc2ccc(O)cc2c1,7.09
2098,C[n+]1ccc2cccc(O)c2c1,5.81
2099,C[n+]1cccc(/C=C(/O)c2ccccc2)c1,6.75
2100,C[n+]1cccc(C(=O)Cc2ccccc2)c1,10.265
2101,C[n+]1cccc(C(=O)O)c1,2.29
2102,C[n+]1cccc(CC(=O)c2ccccc2)c1,10.98
2103,C[n+]1cccc(O)c1,4.96
2104,C[n+]1cccc(S)c1,2.27
2105,C[n+]1cccc2c(O)cccc21,6.12
2106,C[n+]1cccc2c(S)cccc21,3.22
2107,C[n+]1cccc2c3ccccc3[nH]c21,7.4
2108,C[n+]1cccc2cc(O)ccc21,7.15
2109,C[n+]1cccc2cc(S)ccc21,4.12
2110,C[n+]1cccc2ccc(O)cc21,5.56
2111,C[n+]1cccc2cccc(O)c21,6.81
2112,C[n+]1ccccc1-c1ccccn1,0.31
2113,C[n+]1ccccc1/C=C/c1ccc(O)cc1,8.4
2114,C[n+]1ccccc1O,0.32
2115,C[n+]1ccccc1S,-1.42
2116,C[n+]1cccnc1[O-],2.5
2117,C[n+]1cnccc1[O-],1.84
2118,C[n+]1nc(-c2ccccc2)ccc1NCCN1CCOCC1,5.31
2119,Cc1[nH]c2c(NCc3ccccc3)nccc2c1C,8.79
2120,Cc1[nH]c2ccccc2c1C(=O)O,5.89
2121,Cc1[nH]c2ccccc2c1CC(=O)O,4.67
2122,Cc1[nH]ccc1C(=O)O,5.8
2123,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Br)ccc2n1CC(=O)O,4.03
2124,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(Cl)c2n1CC(=O)O,3.88
2125,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(F)c2n1CC(=O)O,3.86
2126,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)ccc2n1CC(=O)O,4.03
2127,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(Cl)c2n1CC(=O)O,3.86
2128,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(F)c2n1CC(=O)O,3.85
2129,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(S(C)(=O)=O)c2n1CC(=O)O,3.83
2130,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)cc(F)c2n1CC(=O)O,3.83
2131,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,4.0
2132,Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cccc(Br)c2n1CC(=O)O,3.98
2133,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,7.3
2134,Cc1c(Br)cc(N)cc1Br,2.87
2135,Cc1c(Br)cccc1C(=O)O,3.36
2136,Cc1c(C(=O)O)[nH]c2ccccc12,4.33
2137,Cc1c(C(=O)O)cccc1[N+](=O)[O-],2.98
2138,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,4.14
2139,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,2.4
2140,Cc1c(C(F)(F)F)nc2c(OCc3ccccc3)cccn12,2.0
2141,Cc1c(Cl)cccc1C(=O)O,3.43
2142,Cc1c(F)cccc1[C@H]1COC(N)=N1,8.07
2143,Cc1c(I)cccc1C(=O)O,3.26
2144,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,1.645
2145,Cc1c(N)ccc2c1-c1ccccc1C2,4.83
2146,Cc1c(O)c(=O)ccn1C,6.6625
2147,Cc1c(OCCN(C)C)no[n+]1[O-],7.9
2148,Cc1c(OCCN)no[n+]1[O-],8.7
2149,Cc1c2cc[n+](C)cc2c(C)c2c3c([nH]c12)C=CC(=O)C3=O,5.1
2150,Cc1c2ccccc2c(CN2CCOCC2)c2ccccc12,6.6
2151,Cc1c[n+](C)c([O-])nc1N,4.76
2152,Cc1c[nH]c(C(=O)O)c1,4.6
2153,Cc1c[nH]cc1C(=O)O,5.65
2154,Cc1cc(-c2ccccc2)n[n+](C)c1NCCN1CCOCC1,5.12
2155,Cc1cc(-c2ccccc2)n[n+](CCN2CCOCC2)c1N,4.84
2156,Cc1cc(-c2ccccc2)nn2ccnc12,4.84
2157,Cc1cc(=O)n(-c2ccccc2)n1C,1.5475
2158,Cc1cc(=O)n(C)cn1,2.1
2159,Cc1cc(=O)n(C)n1-c1ccccc1,2.4
2160,Cc1cc(=O)n2ncnc2[nH]1,6.19
2161,Cc1cc(=O)oc2c(F)c(O)c(F)c(F)c12,4.2
2162,Cc1cc(=O)oc2c(F)c(O)c(F)cc12,4.7
2163,Cc1cc(=O)oc2c(F)c(O)ccc12,6.4
2164,Cc1cc(=O)oc2cc(O)c(Cl)cc12,6.1
2165,Cc1cc(=O)oc2cc(O)c(F)cc12,6.4
2166,Cc1cc(=O)oc2cc(O)cc(F)c12,5.9
2167,Cc1cc(=O)oc2cc(O)ccc12,7.8
2168,Cc1cc(=O)oc2cc(OS(N)(=O)=O)ccc12,8.0
2169,Cc1cc(=O)oc2ccc(O)cc12,9.14
2170,Cc1cc(=O)oc2cccc(O)c12,8.26
2171,Cc1cc(Br)c(N)c(Br)c1,0.69
2172,Cc1cc(Br)cc(Br)c1O,7.6
2173,Cc1cc(Br)cc(C)c1N,3.54
2174,Cc1cc(Br)cc(C)c1N(C)C,4.36
2175,Cc1cc(Br)ccc1C(=O)O,3.77
2176,Cc1cc(Br)ccc1N,3.58
2177,Cc1cc(C#N)cc(C)c1O,8.27
2178,Cc1cc(C(=O)O)c(C)o1,4.64
2179,Cc1cc(C(=O)O)c[nH]1,5.35
2180,Cc1cc(C(=O)O)ccc1Br,4.03
2181,Cc1cc(C(=O)O)ccc1Cl,4.07
2182,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],3.65
2183,Cc1cc(C(=O)O)cs1,4.24
2184,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,12.55
2185,Cc1cc(C(C)(C)C)cc(C)c1C(=O)O,3.44
2186,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,10.2
2187,Cc1cc(C(C)C)cc(C)c1O,10.9
2188,Cc1cc(C(C)C)ccc1O,10.56
2189,Cc1cc(C)[n+](C)c([S-])n1,3.15
2190,Cc1cc(C)c(C(=O)C(=O)O)c(C)c1,1.34
2191,Cc1cc(C)c(C(C(=O)O)c2ccccc2)c(C)c1,4.0
2192,Cc1cc(C)c(C(C)C)cc1O,10.76
2193,Cc1cc(C)c(C)c(C(=O)O)c1C,3.43
2194,Cc1cc(C)c(C)c(N)c1C,4.3
2195,Cc1cc(C)c(C)c(O)c1,10.64
2196,Cc1cc(C)c(C)nn1,4.81
2197,Cc1cc(C)c(N)c(C)c1,4.37
2198,Cc1cc(C)c(N=C2NCCN2)c(Cl)c1,9.59
2199,Cc1cc(C)c(O)c(C(C)C)c1,11.18
2200,Cc1cc(C)c(O)c(C)c1,10.9
2201,Cc1cc(C)c(O)c([N+](=O)[O-])c1,7.98
2202,Cc1cc(C)c(O)cc1C,10.55
2203,Cc1cc(C)c([N+](=O)[O-])c(C)c1O,8.98
2204,Cc1cc(C)c2cccc(C)c2n1,4.48
2205,Cc1cc(C)c2ccccc2n1,5.11
2206,Cc1cc(C)c2nc(C)cc(N)c2c1,10.4
2207,Cc1cc(C)cc(C(=N)c2ccccc2)c1,6.82
2208,Cc1cc(C)cc(C(=O)N(NC(=O)c2ccc3c(c2C)CCCO3)C(C)(C)C)c1,0.0
2209,Cc1cc(C)cc(C(=O)O)c1,4.3
2210,Cc1cc(C)cc(N)c1,4.81
2211,Cc1cc(C)cc(O)c1,10.13
2212,Cc1cc(C)cc(OC2=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,5.0
2213,Cc1cc(C)n(C)c(=O)n1,4.0
2214,Cc1cc(C)n(C)n1,3.96
2215,Cc1cc(C)nc(C)c1,7.35
2216,Cc1cc(C)nc(N)c1,7.84
2217,Cc1cc(C=O)c(O)c(C=O)c1,6.2
2218,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,4.7
2219,Cc1cc(CN(C)C)ccc1OC1CN(C(=O)c2nnc(-c3ccccc3)o2)C1,9.3
2220,Cc1cc(Cc2ccc(Cl)c(Oc3cc(C#N)cc(C#N)c3)c2F)n[nH]c1=O,10.5
2221,Cc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,8.29
2222,Cc1cc(Cl)cc(Cl)c1N=C1NCCN1,9.03
2223,Cc1cc(Cl)cc(Cl)c1O,7.85
2224,Cc1cc(Cl)ccc1C(=O)O,3.75
2225,Cc1cc(Cl)ccc1O,9.6
2226,Cc1cc(Cl)n(C)c2nc3ccccc3c1-2,7.45
2227,Cc1cc(I)c(O)c(I)c1,6.0
2228,Cc1cc(I)ccc1C(=O)O,3.79
2229,Cc1cc(N(C)C)cc[n+]1O,4.37
2230,Cc1cc(N)c(C)cn1,9.68
2231,Cc1cc(N)c2ccccc2n1,9.44
2232,Cc1cc(N)cc(C)c1C,5.15
2233,Cc1cc(N)cc(C)c1[N+](=O)[O-],2.56
2234,Cc1cc(N)cc(N2CCc3ccccc3C2)n1,9.0
2235,Cc1cc(N)cc[n+]1[O-],4.1
2236,Cc1cc(N)ccc1[N+](=O)[O-],1.64
2237,Cc1cc(N)ccn1,9.44
2238,Cc1cc(N)nc(N2CCc3ccccc3C2)c1,6.5
2239,Cc1cc(N)nc2c1ccc1ccccc12,6.02
2240,Cc1cc(N)nc2ccc3ccccc3c12,7.14
2241,Cc1cc(O)c(=O)ccc1Br,6.6
2242,Cc1cc(O)c(C(C)C)cc1C,10.79
2243,Cc1cc(O)c(C(C)C)cc1Cl,9.98
2244,Cc1cc(O)cc(C)[o+]1,0.38
2245,Cc1cc(O)cc(C)c1C#N,8.21
2246,Cc1cc(O)cc(C)c1[N+](=O)[O-],8.25
2247,Cc1cc(O)cc([N+](C)(C)C)c1,8.2
2248,Cc1cc(O)ccc1C(C)C,10.31
2249,Cc1cc(O)ccc1Cl,9.4
2250,Cc1cc(O)ccc1[N+](=O)[O-],7.65
2251,Cc1cc(O)ccc1[N+](C)(C)C,8.34
2252,Cc1cc(O)ccc1[S+](C)C,7.6
2253,Cc1cc(OCC/C=N/N=C(N)N)cc(OS(=O)(=O)c2ccccc2C#N)c1,8.84
2254,Cc1cc(OCC/C=N/N=C(N)N)cc(OS(=O)(=O)c2ccccc2Cl)c1,8.71
2255,Cc1cc([N+](=O)[O-])c(C(C)C)cc1O,4.2
2256,Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1C,4.2
2257,Cc1cc([N+](=O)[O-])cc(C)c1N,0.98
2258,Cc1cc([N+](=O)[O-])cc(C)c1O,7.22
2259,Cc1cc([N+](=O)[O-])ccc1C(=O)O,2.91
2260,Cc1cc([N+](=O)[O-])ccc1N,1.97
2261,Cc1cc([N+](=O)[O-])ccc1O,7.1
2262,Cc1cc2cccc(C)c2nc1C,4.41
2263,Cc1cc2ccccc2c(C(=O)O)c1C,3.33
2264,Cc1cc2ccccc2nc1C,4.93
2265,Cc1cc2ncn(C)c2cc1C,6.0
2266,Cc1cc[nH]c1C(=O)O,5.1
2267,Cc1ccc(-c2cccc(C(=O)O)c2)cc1,4.0
2268,Cc1ccc(-c2cccc([S@]3(=O)=NC(=O)[C@H](C)N3)c2)cc1,6.0
2269,Cc1ccc(-c2cnc(-c3ccc(C)cc3)o2)cc1,1.12
2270,Cc1ccc(-c2cnc(-c3ccc(Cl)cc3)o2)cc1,0.58
2271,Cc1ccc(-c2cnc(-c3ccccc3)o2)cc1,0.91
2272,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,6.02
2273,Cc1ccc(-c2ncc(-c3ccc(Cl)cc3)o2)cc1,0.88
2274,Cc1ccc(-c2ncc(-c3ccccc3)o2)cc1,1.04
2275,Cc1ccc(-c2nnc(-c3ccccc3)o2)cc1,1.81
2276,Cc1ccc(/C=C/C(=O)C(=O)O)cc1,1.96
2277,Cc1ccc(/C=C/C(=O)O)cc1,4.56
2278,Cc1ccc(/N=C/N(C)C)cc1,9.21
2279,Cc1ccc(=O)c(O)c(Br)c1,6.41
2280,Cc1ccc(Br)c(C(=O)O)c1,3.0
2281,Cc1ccc(Br)c(O)c(=O)c1,6.3
2282,Cc1ccc(Br)cc1C(=O)O,3.58
2283,Cc1ccc(C(=N)c2ccccc2)c(C)c1,6.79
2284,Cc1ccc(C(=O)/C=C/C(=O)O)cc1,3.44
2285,Cc1ccc(C(=O)C(=O)O)cc1,1.52
2286,Cc1ccc(C(=O)C(=O)O)cc1C,1.36
2287,Cc1ccc(C(=O)C[n+]2cccc3c4ccccc4ccc32)cc1,11.7
2288,Cc1ccc(C(=O)N(C)O)cc1,8.5
2289,Cc1ccc(C(=O)NO)cc1,8.9
2290,Cc1ccc(C(=O)O)[nH]1,5.0
2291,Cc1ccc(C(=O)O)c(Br)c1,3.09
2292,Cc1ccc(C(=O)O)c(C)c1,4.18
2293,Cc1ccc(C(=O)O)c(Cl)c1,3.27
2294,Cc1ccc(C(=O)O)c(I)c1,3.2
2295,Cc1ccc(C(=O)O)c([N+](=O)[O-])c1,2.68
2296,Cc1ccc(C(=O)O)cc1,4.135
2297,Cc1ccc(C(=O)O)cc1Br,3.96
2298,Cc1ccc(C(=O)O)cc1C,4.41
2299,Cc1ccc(C(=O)O)cc1Cl,4.06
2300,Cc1ccc(C(=O)O)cc1[N+](=O)[O-],3.62
2301,Cc1ccc(C(=O)O)o1,3.42
2302,Cc1ccc(C(=O)O)s1,1.595
2303,Cc1ccc(C(=O)Oc2ccccc2)c(O)c1,9.44
2304,Cc1ccc(C(=O)S)cc1,-1.3
2305,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,3.5
2306,Cc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.44
2307,Cc1ccc(C(=O)c2ccccc2C(=O)O)cc1,3.64
2308,Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,9.3
